,image_id,width,height,x,y,w,h,class
712,1457,1622,626,761,251,14,15,4
713,1457,1622,626,613,257,21,21,4
714,1457,1622,626,486,246,27,23,4
715,1463,1622,626,510,363,7,5,6
716,1471,1622,626,723,285,10,10,2
717,1471,1622,626,724,296,10,10,4
718,1474,1622,626,899,308,40,40,2
719,1475,1622,626,1012,311,33,32,6
720,1479,1622,626,1217,327,66,95,2
721,1486,1622,626,410,261,24,23,5
722,1486,1622,626,381,259,25,24,5
723,1486,1622,626,323,312,37,34,5
724,1486,1622,626,278,255,29,24,5
725,1486,1622,626,730,319,13,35,5
726,1487,1622,626,726,327,15,15,1
727,1487,1622,626,932,332,12,10,6
728,1491,1622,626,363,390,14,13,1
729,1494,1622,626,480,428,24,26,1
730,1494,1622,626,477,456,25,24,7
731,1494,1622,626,704,419,11,12,4
732,1494,1622,626,767,419,12,12,4
733,1494,1622,626,841,436,9,9,4
734,1494,1622,626,907,457,17,18,5
735,1494,1622,626,907,440,17,16,2
736,1494,1622,626,949,437,9,8,4
737,1494,1622,626,1080,475,19,18,2
738,1494,1622,626,964,487,11,10,6
739,1495,1622,626,140,390,20,20,1
740,1501,1622,626,537,474,6,6,6
741,1503,1622,626,603,463,25,20,6
742,1503,1622,626,535,467,14,11,6
743,1504,1622,626,596,231,26,25,2
744,1507,1622,626,767,296,34,34,6
745,1515,1622,626,838,315,10,10,3
746,1515,1622,626,802,314,7,6,2
747,1523,1622,626,618,452,28,26,7
748,1523,1622,626,1265,372,43,36,5
749,1523,1622,626,1275,411,40,32,4
750,1523,1622,626,1039,384,20,18,2
751,1523,1622,626,1041,403,21,18,4
752,1527,1622,626,721,262,8,8,1
753,1528,1622,626,545,418,28,27,7
754,1528,1622,626,1270,469,12,9,2
755,1528,1622,626,1185,463,18,14,4
756,1528,1622,626,1183,447,18,15,5
757,1528,1622,626,1161,408,13,13,2
758,1528,1622,626,1160,422,16,13,4
759,1528,1622,626,1271,479,11,9,4
760,1528,1622,626,1016,448,17,16,4
761,1528,1622,626,1015,432,17,16,5
762,1528,1622,626,1007,406,17,16,4
763,1528,1622,626,1006,390,16,15,2
764,1533,1622,626,1038,308,33,27,6
765,1537,1622,626,862,291,35,37,2
766,1545,1622,626,628,368,31,31,3
767,1545,1622,626,601,478,7,6,1
768,1545,1622,626,600,485,7,6,7
769,1547,1622,626,686,356,12,13,2
770,1558,1622,626,350,334,20,29,1
771,1560,1622,626,1070,267,50,38,6
772,1567,1622,626,826,126,35,34,2
773,1567,1622,626,826,164,35,33,5
774,1570,1622,626,861,236,6,7,3
775,1570,1622,626,249,208,35,41,5
776,1571,1622,626,759,184,59,66,2
777,1576,1622,626,1009,211,64,60,2
778,1577,1622,626,992,327,13,10,6
779,1578,1622,626,969,1,50,40,1
780,1578,1622,626,978,37,60,104,7
781,1578,1622,626,118,263,20,22,1
782,1578,1622,626,117,284,23,21,7
783,1578,1622,626,394,278,11,11,4
784,1578,1622,626,409,279,10,10,4
785,1578,1622,626,424,280,10,10,4
786,1578,1622,626,444,346,13,15,2
787,1579,1622,626,1299,461,16,16,2
788,1581,1622,626,1079,306,30,24,6
789,1582,1622,626,1082,269,17,26,1
790,1582,1622,626,1083,297,19,25,7
791,1582,1622,626,444,298,13,13,1
792,1582,1622,626,444,311,15,14,7
793,1582,1622,626,69,343,15,14,5
794,1582,1622,626,86,344,17,14,5
795,1584,1622,626,762,274,24,26,6
796,1584,1622,626,1011,277,36,32,6
797,1590,1622,626,1062,438,12,19,2
798,1590,1622,626,731,417,8,9,2
799,1590,1622,626,446,421,9,13,2
800,1593,1622,626,752,331,9,8,2
801,1593,1622,626,752,339,7,8,5
802,1606,1622,626,523,168,24,27,5
803,1609,1622,626,1209,267,53,60,6
804,1620,1622,626,815,286,18,16,6
805,1623,1622,626,994,265,31,29,5
806,1623,1622,626,1012,297,17,11,6
807,1625,1622,626,837,189,41,47,5
808,1625,1622,626,140,4,63,48,4
809,1625,1622,626,1,18,34,84,5
810,1625,1622,626,0,103,28,71,5
811,1625,1622,626,700,267,6,6,2
812,1625,1622,626,700,275,7,9,5
813,1627,1622,626,1518,399,46,34,4
814,1627,1622,626,1509,366,43,32,5
815,1627,1622,626,1169,394,17,17,2
816,1627,1622,626,1171,412,20,18,4
817,1627,1622,626,1128,416,38,35,4
818,1627,1622,626,958,384,21,19,2
819,1627,1622,626,960,403,21,18,4
820,1627,1622,626,484,452,26,27,7
821,1627,1622,626,1121,380,38,34,5
822,1628,1622,626,462,127,4,4,1
823,1628,1622,626,462,132,6,4,7
824,1630,1622,626,1317,282,59,42,7
825,1630,1622,626,948,286,31,28,7
826,1640,1622,626,1428,285,65,49,2
827,1640,1622,626,1444,335,64,45,3
828,1640,1622,626,1063,457,13,12,5
829,1643,1622,626,658,323,35,39,2
830,1643,1622,626,149,192,85,62,5
831,1643,1622,626,190,115,74,58,2
832,1643,1622,626,417,335,14,12,4
833,1643,1622,626,440,348,8,8,4
834,1643,1622,626,458,329,7,6,4
835,1643,1622,626,467,329,7,6,4
836,1644,1622,626,816,474,21,18,6
837,1646,1622,626,797,393,8,8,6
838,1650,1622,626,687,360,5,5,1
839,1651,1622,626,770,440,11,9,6
840,1654,1622,626,781,351,17,18,2
841,1654,1622,626,623,362,6,7,2
842,1657,1622,626,525,251,7,6,2
843,1661,1622,626,736,278,12,13,2
844,1661,1622,626,736,291,12,12,4
845,1672,1622,626,458,235,23,20,3
846,1672,1622,626,653,310,5,6,3
847,1672,1622,626,658,305,5,5,2
848,1672,1622,626,708,314,6,6,2
849,1672,1622,626,708,320,6,5,6
850,1672,1622,626,503,288,7,8,1
851,1672,1622,626,504,296,7,7,7
852,1673,1622,626,924,375,18,15,4
853,1673,1622,626,381,297,47,45,4
854,1673,1622,626,390,250,43,44,5
855,1673,1622,626,468,243,37,34,4
856,1673,1622,626,471,204,38,37,2
857,1674,1622,626,788,340,24,23,2
858,1680,1622,626,677,317,38,38,6
859,1685,1622,626,775,314,6,5,6
860,1685,1622,626,828,356,7,6,6
861,1693,1622,626,1327,456,23,19,2
862,1693,1622,626,1121,446,17,14,5
863,1693,1622,626,1086,438,14,12,2
864,1693,1622,626,1088,451,14,12,3
865,1700,1622,626,891,318,36,39,2
866,1701,1622,626,1003,289,57,50,6
867,1705,1622,626,1501,290,72,74,6
868,1714,1622,626,841,311,17,15,6
869,1715,1622,626,729,318,13,13,6
870,1715,1622,626,770,311,23,20,6
871,1719,1622,626,1156,406,23,19,2
872,1719,1622,626,1158,427,26,20,3
873,1719,1622,626,1241,407,33,28,5
874,1720,1622,626,798,241,14,16,3
875,1724,1622,626,1229,96,169,157,2
876,1725,1622,626,650,259,13,14,4
877,1725,1622,626,667,260,12,13,4
878,1725,1622,626,682,261,13,13,4
879,1725,1622,626,838,318,29,35,2
880,1726,1622,626,871,369,10,8,2
881,1727,1622,626,661,361,10,10,2
882,1729,1622,626,164,128,54,47,3
883,1729,1622,626,655,301,7,7,2
884,1729,1622,626,646,306,9,7,3
885,1732,1622,626,810,398,9,10,6
886,1735,1622,626,634,410,13,13,4
887,1735,1622,626,634,391,13,14,5
888,1735,1622,626,643,380,16,13,4
889,1735,1622,626,645,363,16,15,2
890,1735,1622,626,846,419,9,8,4
891,1735,1622,626,853,425,8,7,5
892,1736,1622,626,925,384,31,28,3
893,1736,1622,626,934,443,30,29,7
894,1736,1622,626,587,481,6,5,1
895,1736,1622,626,587,487,8,7,7
896,1747,1622,626,768,318,6,5,3
897,1751,1622,626,1579,114,42,80,6
898,1753,1622,626,880,310,14,14,3
899,1756,1622,626,1277,333,63,56,4
900,1756,1622,626,1271,387,72,60,2
901,1761,1622,626,813,253,19,21,5
902,1761,1622,626,814,276,18,19,2
903,1766,1622,626,1109,256,22,40,5
904,1766,1622,626,1026,331,14,16,2
905,1768,1622,626,625,217,13,12,2
906,1768,1622,626,626,232,12,12,5
907,1782,1622,626,884,214,71,87,2
908,1782,1622,626,357,305,22,19,4
909,1782,1622,626,378,301,10,8,4
910,1782,1622,626,417,301,8,9,4
911,1782,1622,626,430,302,8,8,4
912,1782,1622,626,397,326,14,11,4
913,1791,1622,626,955,284,17,16,2
914,1791,1622,626,954,300,16,11,6
915,1800,1622,626,1516,321,60,45,5
916,1802,1622,626,1195,0,102,29,2
917,1802,1622,626,1187,37,116,101,5
918,1804,1622,626,613,223,23,50,2
919,1811,1622,626,101,229,60,48,3
920,1811,1622,626,508,318,10,10,1
921,1811,1622,626,509,328,11,10,7
922,1811,1622,626,606,317,5,5,5
923,1811,1622,626,613,318,5,5,5
924,1811,1622,626,621,317,5,5,5
925,1811,1622,626,921,315,8,15,1
926,1811,1622,626,921,330,7,14,7
927,1811,1622,626,633,358,8,7,2
928,1811,1622,626,237,348,9,8,5
929,1811,1622,626,248,348,10,9,5
930,1811,1622,626,995,270,14,19,5
931,1813,1622,626,978,258,15,36,5
932,1813,1622,626,977,299,15,35,2
933,1813,1622,626,845,332,15,15,2
934,1814,1622,626,1455,328,57,61,2
935,1814,1622,626,1453,226,59,62,5
936,1814,1622,626,866,304,22,21,2
937,1814,1622,626,811,352,8,7,2
938,1817,1622,626,699,261,25,24,2
939,1817,1622,626,697,288,24,22,5
940,1817,1622,626,683,222,15,14,4
941,1817,1622,626,777,228,13,12,4
942,1817,1622,626,501,213,22,21,4
943,1817,1622,626,391,207,24,21,4
944,1820,1622,626,806,139,40,42,2
945,1824,1622,626,867,307,50,52,3
946,1824,1622,626,521,326,8,8,1
947,1824,1622,626,520,336,10,7,7
948,1824,1622,626,303,290,34,26,3
949,1826,1622,626,734,307,10,10,6
950,1827,1622,626,863,418,49,51,6
951,1827,1622,626,379,335,55,57,2
952,1836,1622,626,540,301,6,4,1
953,1836,1622,626,539,307,7,6,7
954,1836,1622,626,553,281,12,10,3
955,1836,1622,626,654,311,4,4,2
956,1836,1622,626,650,316,5,4,5
957,1841,1622,626,1239,259,55,80,2
958,1846,1622,626,578,363,23,20,2
959,1846,1622,626,363,321,28,23,5
960,1846,1622,626,368,287,30,27,2
961,1846,1622,626,429,356,4,4,4
962,1846,1622,626,428,362,11,10,4
963,1846,1622,626,439,371,8,6,4
964,1846,1622,626,454,356,5,5,4
965,1846,1622,626,462,355,6,5,4
966,1848,1622,626,783,239,13,13,3
967,1852,1622,626,861,318,26,29,2
968,1853,1622,626,1151,347,24,24,2
969,1853,1622,626,1150,371,28,23,4
970,1853,1622,626,1188,436,30,25,4
971,1853,1622,626,1186,407,28,26,5
972,1853,1622,626,1304,385,18,20,2
973,1853,1622,626,1306,407,18,15,4
974,1853,1622,626,678,439,20,23,7
975,1853,1622,626,1566,492,18,16,2
976,1853,1622,626,1571,509,16,13,4
977,1856,1622,626,695,359,10,9,1
978,1859,1622,626,861,313,12,12,3
979,1859,1622,626,813,311,7,8,2
980,1861,1622,626,1220,240,73,65,2
981,1861,1622,626,1221,306,73,66,4
982,1862,1622,626,1349,177,93,81,5
983,1862,1622,626,940,108,25,34,5
984,1863,1622,626,1139,244,44,34,6
985,1868,1622,626,648,324,35,38,7
986,1869,1622,626,1251,152,110,99,2
987,1870,1622,626,917,285,27,28,3
988,1874,1622,626,1061,349,21,19,4
989,1874,1622,626,981,367,16,14,4
990,1874,1622,626,979,350,18,15,2
991,1877,1622,626,942,334,15,13,6
992,1878,1622,626,807,277,29,29,4
993,1878,1622,626,809,248,29,29,2
994,1880,1622,626,845,259,15,14,3
995,1880,1622,626,845,275,14,14,2
996,1883,1622,626,225,227,82,72,4
997,1883,1622,626,793,453,33,29,6
998,1901,1622,626,684,219,13,14,5
999,1902,1622,626,637,365,7,7,2
1000,1906,1622,626,892,308,30,26,2
1001,1908,1622,626,1077,37,129,130,2
1002,1909,1622,626,1199,289,24,22,7
1003,1909,1622,626,1005,288,19,18,7
1004,1913,1622,626,745,372,38,36,2
1005,1917,1622,626,783,383,23,28,2
1006,1925,1622,626,906,337,9,8,6
1007,1933,1622,626,1051,316,16,12,6
1008,1933,1622,626,1259,276,76,64,6
1009,1935,1622,626,705,470,18,16,6
1010,1941,1622,626,718,344,21,24,3
1011,1941,1622,626,406,322,18,15,3
1012,1941,1622,626,531,334,6,7,1
1013,1941,1622,626,531,342,7,7,7
1014,1941,1622,626,622,363,4,5,2
1015,1941,1622,626,601,333,3,3,4
1016,1941,1622,626,606,332,4,4,4
1017,1941,1622,626,612,332,4,3,4
1018,1952,1622,626,866,302,38,34,6
1019,1952,1622,626,550,258,29,26,2
1020,1952,1622,626,535,292,32,30,5
1021,1953,1622,626,962,458,41,38,6
1022,1955,1622,626,902,347,56,52,2
1023,1958,1622,626,1175,224,61,50,6
1024,1961,1622,626,1008,89,55,60,3
1025,1961,1622,626,160,0,38,36,3
1026,1961,1622,626,54,100,14,12,1
1027,1961,1622,626,56,114,13,11,7
1028,1961,1622,626,494,96,11,10,1
1029,1961,1622,626,496,107,11,9,7
1030,1961,1622,626,626,126,10,8,2
1031,1961,1622,626,594,84,5,5,4
1032,1961,1622,626,602,84,5,6,4
1033,1961,1622,626,610,84,6,6,4
1034,1965,1622,626,836,269,36,32,6
1035,1969,1622,626,946,429,14,12,6
1036,1976,1622,626,668,308,6,5,1
1037,1984,1622,626,998,296,32,27,6
1038,1989,1622,626,816,316,8,8,3
1039,1989,1622,626,793,314,5,5,2
1040,1992,1622,626,723,217,24,24,5
1041,1993,1622,626,511,316,15,14,6
1042,1995,1622,626,1487,423,55,46,4
1043,1995,1622,626,1484,369,43,54,5
1044,1995,1622,626,1399,314,45,39,4
1045,1995,1622,626,1394,272,37,41,2
1046,3001,1622,626,1353,89,8,6,1
1047,3001,1622,626,1352,96,8,5,7
1048,3001,1622,626,1541,101,11,6,6
1049,3002,1622,626,655,529,7,7,6
1050,3007,1622,626,971,132,67,71,5
1051,3007,1622,626,672,268,23,22,2
1052,3009,1622,626,776,380,9,10,6
1053,3009,1622,626,1495,319,53,72,5
1054,3013,1622,626,580,513,5,5,1
1055,3013,1622,626,580,518,5,5,7
1056,3016,1622,626,1201,331,112,152,6
1057,3023,1622,626,654,308,9,10,2
1058,3023,1622,626,654,327,9,9,2
1059,3025,1622,626,1196,447,143,119,6
1060,3026,1622,626,576,472,9,9,1
1061,3026,1622,626,575,482,10,8,7
1062,3028,1622,626,770,481,42,43,6
1063,3030,1622,626,775,254,17,16,6
1064,3035,1622,626,1056,506,54,50,6
1065,3037,1622,626,907,79,37,42,2
1066,3039,1622,626,606,259,10,10,6
1067,3039,1622,626,514,253,5,4,1
1068,3039,1622,626,514,259,5,5,7
1069,3045,1622,626,834,285,25,26,2
1070,3046,1622,626,1056,486,73,67,6
1071,3046,1622,626,914,492,33,35,3
1072,3046,1622,626,832,512,10,8,6
1073,3054,1622,626,929,497,27,26,6
1074,3055,1622,626,739,282,16,19,5
1075,3055,1622,626,737,313,17,18,5
1076,3055,1622,626,262,271,32,35,4
1077,3056,1622,626,1083,515,61,65,6
1078,3056,1622,626,782,541,14,14,6
1079,3056,1622,626,766,542,11,12,6
1080,3057,1622,626,560,414,14,15,6
1081,3065,1622,626,877,101,12,11,1
1082,3065,1622,626,877,113,12,9,7
1083,3067,1622,626,1006,462,87,89,6
1084,3067,1622,626,679,484,14,15,6
1085,3072,1622,626,1181,222,67,57,6
1086,3086,1622,626,786,374,17,16,6
1087,3092,1622,626,655,533,8,8,6
1088,3094,1622,626,818,512,18,21,6
1089,3094,1622,626,617,493,16,16,1
1090,3094,1622,626,616,511,17,16,7
1091,3096,1622,626,922,100,27,26,2
1092,3097,1622,626,803,473,30,32,6
1093,3097,1622,626,746,488,16,15,6
1094,3100,1622,626,982,363,41,42,6
1095,3102,1622,626,768,480,66,64,6
1096,3102,1622,626,669,502,15,17,6
1097,3103,1622,626,1347,450,154,150,6
1098,3104,1622,626,785,282,35,40,2
1099,3106,1622,626,665,464,32,31,6
1100,3108,1622,626,1310,420,37,27,6
1101,3109,1622,626,530,440,12,11,6
1102,3111,1622,626,937,504,54,57,6
1103,3111,1622,626,745,536,8,9,6
1104,3115,1622,626,660,283,17,14,6
1105,3115,1622,626,519,283,5,5,1
1106,3115,1622,626,519,288,6,5,7
1107,3116,1622,626,151,395,93,80,1
1108,3116,1622,626,117,478,104,87,7
1109,3116,1622,626,775,537,11,11,6
1110,3118,1622,626,835,139,9,11,2
1111,3118,1622,626,441,139,10,10,1
1112,3119,1622,626,1310,129,103,100,5
1113,3122,1622,626,660,433,28,27,6
1114,3126,1622,626,645,505,9,6,6
1115,3127,1622,626,931,233,52,53,2
1116,3127,1622,626,931,138,51,55,2
1117,3130,1622,626,788,257,31,36,2
1118,3133,1622,626,1158,250,37,27,6
1119,3133,1622,626,1082,266,11,10,6
1120,3135,1622,626,580,486,21,22,1
1121,3135,1622,626,578,508,23,23,7
1122,3136,1622,626,803,362,13,11,6
1123,3136,1622,626,802,374,13,11,6
1124,3137,1622,626,1459,286,43,32,5
1125,3138,1622,626,1136,234,49,45,6
1126,3139,1622,626,917,360,41,38,5
1127,3139,1622,626,774,391,8,7,6
1128,3144,1622,626,576,489,8,8,1
1129,3144,1622,626,576,498,7,6,7
1130,3146,1622,626,531,479,14,14,1
1131,3146,1622,626,530,493,16,13,7
1132,3146,1622,626,638,504,7,6,6
1133,3148,1622,626,591,277,7,7,6
1134,3148,1622,626,608,274,13,14,6
1135,3148,1622,626,573,279,7,7,6
1136,3154,1622,626,867,225,14,12,6
1137,3159,1622,626,1274,490,59,67,3
1138,3170,1622,626,606,432,45,44,1
1139,3170,1622,626,603,478,44,46,7
1140,3175,1622,626,726,248,43,43,5
1141,3177,1622,626,867,514,32,32,6
1142,3177,1622,626,768,532,13,13,6
1143,3177,1622,626,744,542,7,7,6
1144,3190,1622,626,642,502,8,7,6
1145,3191,1622,626,693,547,12,12,6
1146,3193,1622,626,654,419,23,19,6
1147,3198,1622,626,1179,154,92,82,5
1148,3199,1622,626,901,322,23,26,6
1149,3200,1622,626,859,503,10,8,6
1150,3200,1622,626,859,512,10,9,6
1151,3205,1622,626,926,433,6,5,6
1152,3219,1622,626,740,241,24,24,5
1153,3220,1622,626,1052,245,8,7,6
1154,3232,1622,626,579,486,6,7,1
1155,3232,1622,626,578,492,6,6,7
1156,3236,1622,626,766,478,33,28,6
1157,3236,1622,626,652,491,8,8,5
1158,3243,1622,626,859,258,6,5,6
1159,3247,1622,626,510,257,24,22,5
1160,3248,1622,626,778,463,38,39,6
1161,3253,1622,626,835,501,18,19,3
1162,3253,1622,626,817,512,15,15,6
1163,3261,1622,626,835,325,15,17,6
1164,3263,1622,626,591,488,6,6,1
1165,3263,1622,626,592,494,6,5,7
1166,3264,1622,626,731,302,14,16,6
1167,3266,1622,626,835,175,8,9,6
1168,3266,1622,626,850,175,7,9,6
1169,3266,1622,626,1196,165,15,11,7
1170,3266,1622,626,1196,177,12,9,7
1171,3271,1622,626,673,407,4,4,1
1172,3271,1622,626,673,412,4,4,7
1173,3274,1622,626,778,522,8,9,6
1174,3277,1622,626,955,277,29,30,5
1175,3284,1622,626,1121,223,56,59,5
1176,3284,1622,626,919,254,9,9,6
1177,3289,1622,626,658,491,12,11,6
1178,3289,1622,626,638,496,6,6,6
1179,3292,1622,626,976,121,8,7,6
1180,3299,1622,626,807,471,31,34,6
1181,3299,1622,626,716,495,5,6,4
1182,3300,1622,626,578,286,8,8,6
1183,3303,1622,626,750,523,27,27,3
1184,3303,1622,626,784,532,8,8,6
1185,3303,1622,626,661,537,8,8,6
1186,3303,1622,626,433,532,13,11,1
1187,3303,1622,626,432,544,12,9,7
1188,3304,1622,626,1006,215,31,26,6
1189,3314,1622,626,820,465,35,32,6
1190,3314,1622,626,713,493,5,5,6
1191,3314,1622,626,709,493,4,5,6
1192,3317,1622,626,586,473,7,7,1
1193,3317,1622,626,585,480,7,7,7
1194,3320,1622,626,589,439,8,9,6
1195,3321,1622,626,564,487,10,9,1
1196,3321,1622,626,563,498,9,9,7
1197,3321,1622,626,638,505,5,5,6
1198,3329,1622,626,1205,386,119,104,6
1199,3329,1622,626,1212,491,150,116,6
1200,3329,1622,626,596,489,4,3,1
1201,3329,1622,626,596,493,4,3,7
1202,3342,1622,626,1135,430,12,9,6
1203,3344,1622,626,646,399,41,35,6
1204,3344,1622,626,472,425,6,5,1
1205,3344,1622,626,471,432,7,5,7
1206,3348,1622,626,658,389,96,106,5
1207,3348,1622,626,469,485,8,8,5
1208,3349,1622,626,1123,235,36,29,6
1209,3352,1622,626,1160,353,73,64,6
1210,3352,1622,626,713,364,8,8,6
1211,3354,1622,626,677,294,7,6,2
1212,3354,1622,626,678,309,7,8,2
1213,3360,1622,626,1260,169,90,109,2
1214,3363,1622,626,888,513,46,48,3
1215,3363,1622,626,851,515,12,14,6
1216,3363,1622,626,673,544,9,10,3
1217,3363,1622,626,518,547,6,5,1
1218,3363,1622,626,518,553,6,5,7
1219,3363,1622,626,647,548,5,6,6
1220,3364,1622,626,696,261,15,15,5
1221,3368,1622,626,658,534,8,7,6
1222,3368,1622,626,652,538,5,6,6
1223,3371,1622,626,554,484,14,13,1
1224,3371,1622,626,553,498,12,12,7
1225,3373,1622,626,1479,190,112,85,5
1226,3375,1622,626,868,508,12,10,6
1227,3383,1622,626,1271,423,19,14,6
1228,3383,1622,626,1244,431,17,15,5
1229,3384,1622,626,508,447,19,19,1
1230,3384,1622,626,507,467,19,17,7
1231,3384,1622,626,637,479,6,6,6
1232,3384,1622,626,628,481,6,6,6
1233,3387,1622,626,881,274,23,21,6
1234,3387,1622,626,720,281,5,5,1
1235,3387,1622,626,720,286,6,5,7
1236,3388,1622,626,649,503,10,10,6
1237,3396,1622,626,1477,281,114,99,3
1238,3396,1622,626,1018,325,24,21,3
1239,3396,1622,626,882,292,20,20,5
1240,3397,1622,626,923,375,15,14,6
1241,3404,1622,626,779,321,14,15,2
1242,3404,1622,626,51,313,29,25,2
1243,3404,1622,626,1318,266,41,39,2
1244,3408,1622,626,499,421,25,22,1
1245,3408,1622,626,495,443,25,23,7
1246,3408,1622,626,644,497,6,6,6
1247,3413,1622,626,663,535,6,6,6
1248,3414,1622,626,689,540,14,16,5
1249,3420,1622,626,303,394,59,52,1
1250,3420,1622,626,290,445,69,56,7
1251,3421,1622,626,1036,507,36,37,5
1252,3422,1622,626,971,430,84,88,6
1253,3426,1622,626,957,213,49,53,5
1254,3426,1622,626,1263,284,49,50,3
1255,3428,1622,626,764,256,25,24,5
1256,3428,1622,626,747,279,22,23,2
1257,3429,1622,626,831,505,33,32,6
1258,3429,1622,626,753,532,9,8,6
1259,3429,1622,626,733,533,4,4,6
1260,3429,1622,626,736,533,5,5,6
1261,3431,1622,626,641,343,51,56,1
1262,3431,1622,626,639,398,54,59,7
1263,3432,1622,626,1199,433,12,8,6
1264,3433,1622,626,1047,256,15,14,5
1265,3440,1622,626,579,249,32,33,6
1266,3440,1622,626,456,269,13,9,6
1267,3446,1622,626,590,396,6,6,6
1268,3452,1622,626,842,112,14,15,2
1269,3452,1622,626,1516,39,59,54,2
1270,3452,1622,626,157,75,27,24,1
1271,3456,1622,626,765,375,8,7,6
1272,3468,1622,626,555,473,11,11,1
1273,3468,1622,626,554,485,11,10,7
1274,3470,1622,626,683,488,15,14,6
1275,3472,1622,626,1076,445,76,71,3
1276,3472,1622,626,929,496,38,34,6
1277,3472,1622,626,721,511,4,3,1
1278,3472,1622,626,720,514,5,4,7
1279,3473,1622,626,996,242,32,27,6
1280,3476,1622,626,697,523,3,4,1
1281,3476,1622,626,696,527,4,4,7
1282,3477,1622,626,927,503,26,26,6
1283,3480,1622,626,712,384,41,51,5
1284,3484,1622,626,1541,393,79,199,6
1285,3484,1622,626,599,489,4,4,1
1286,3484,1622,626,598,493,4,4,7
1287,3487,1622,626,730,281,27,24,6
1288,3487,1622,626,696,287,20,17,2
1289,3487,1622,626,694,253,21,20,2
1290,3487,1622,626,904,275,47,48,5
1291,3493,1622,626,1464,400,69,45,6
1292,3493,1622,626,1236,423,16,12,6
1293,3499,1622,626,805,74,22,21,1
1294,3499,1622,626,805,95,22,22,7
1295,3502,1622,626,1054,186,98,91,6
1296,3508,1622,626,684,433,10,9,6
1297,3511,1622,626,599,428,13,10,6
1298,3524,1622,626,511,257,23,21,5
1299,3527,1622,626,1290,311,26,24,1
1300,3527,1622,626,1289,334,32,24,7
1301,3529,1622,626,763,269,8,6,1
1302,3541,1622,626,846,410,36,34,6
1303,3541,1622,626,753,434,9,8,6
1304,3548,1622,626,762,272,7,5,6
1305,3548,1622,626,749,276,4,4,6
1306,3548,1622,626,756,277,4,4,6
1307,3554,1622,626,279,370,81,70,1
1308,3554,1622,626,271,439,76,72,7
1309,3557,1622,626,808,470,49,48,6
1310,3557,1622,626,652,494,9,10,6
1311,3558,1622,626,856,228,32,32,5
1312,3559,1622,626,511,256,24,24,5
1313,3570,1622,626,1327,0,28,25,5
1314,3574,1622,626,819,230,53,50,2
1315,3574,1622,626,816,130,53,58,2
1316,3577,1622,626,512,0,74,35,1
1317,3577,1622,626,512,32,82,73,7
1318,3580,1622,626,1026,519,32,31,6
1319,3581,1622,626,1196,282,32,27,5
1320,3582,1622,626,289,276,76,60,1
1321,3582,1622,626,273,337,80,64,7
1322,3582,1622,626,650,493,8,6,6
1323,3587,1622,626,1140,233,22,17,6
1324,3590,1622,626,1032,524,34,37,5
1325,3590,1622,626,935,524,13,12,6
1326,3590,1622,626,934,538,16,11,6
1327,3591,1622,626,511,258,23,21,5
1328,3592,1622,626,870,161,15,16,2
1329,3592,1622,626,869,179,18,12,6
1330,3593,1622,626,1440,84,14,10,6
1331,3599,1622,626,645,394,8,9,1
1332,3599,1622,626,644,404,8,7,7
1333,3599,1622,626,740,411,12,11,6
1334,3605,1622,626,785,288,25,26,2
1335,3605,1622,626,785,242,26,30,2
1336,3610,1622,626,452,452,27,27,1
1337,3610,1622,626,449,479,27,27,7
1338,3610,1622,626,643,503,6,6,6
1339,3613,1622,626,512,468,32,34,5
